Location,Employees,Website,Last Funding Type,Status,Rank,Founders
"San Francisco, California, United States",251-500,https://www.openai.com,Venture - Series Unknown,Private,N/A,"San Francisco, California, United States, San Francisco, California, United States, SoftBank, Andrej Karpathy, Durk Kingma, Elon Musk, Greg Brockman, Ilya Sutskever, John Schulman, Pamela Vagata, Sam Altman, Trevor Blackwell, Vicki Cheung, Wojciech Zaremba, OpenAI Alumni Founded Companies, Andreessen Horowitz, Y Combinator, Citi, NVIDIA, Sequoia Capital, SoftBank, Thrive Capital, Thrive Capital, Andreessen Horowitz, K2 Global, Sequoia Capital, Thrive Capital, Microsoft, Tiger Global Management, Microsoft, Khosla Ventures, Reid Hoffman Foundation, San Francisco, California, United States"
